time,Air_Conditioner [kW],Fans [kW],Tubelight [kW],Television [kW],Washing_Machine [kW],Water_Geyser [kW],Mixer_Grinder [kW],Wet_Grinder [kW],Refrigerator [kW],Microwave_Oven [kW],Dishwasher [kW],use [kW],gen [kW],House overall [kW]
2023-10-16 00:00:00,0.3674369152791428,0.3361940840393526,0.17780012658136024,0.12206321451596734,0.23051664514814363,0.07521299830374241,0.2409546348703847,0.18011369545577396,0.2114584532050621,0.26041051583353636,0.15338937789389867,2.355550661126365,0.02589176851258575,2.329658892613779
2023-10-16 01:00:00,0.16240258012208658,0.04384314024910483,0.13440794746271462,0.261959561622494,0.17586558246547446,0.2240619258294399,0.19690968501411854,0.19802219467921137,0.05027331601282518,0.32510828017292426,0.1199454523851744,1.8927996660155684,0.06962035720845698,1.8231793088071113
2023-10-16 02:00:00,0.4242707031474955,0.2734181374384968,0.2858091385288941,0.12450308846855727,0.291833197114341,0.1846686733482909,0.17343014827521153,0.20164851524120023,0.038623661461481835,0.25582155093189207,0.27636822929518146,2.5303950432510423,0.09821342296090814,2.4321816202901343
2023-10-16 03:00:00,0.3671006605172794,0.1019492519288886,0.16284900019700776,0.05747042090241961,0.1642453941956647,0.07424102994832003,0.2281397062652178,0.25866552857784014,0.08343799753182235,0.34072647475150664,0.28074702566012305,2.11957249047609,0.09373746899993247,2.0258350214761576
2023-10-16 04:00:00,0.35962336525188543,0.46865934316869273,0.23953916548386048,0.18650885759607524,0.18764897313070916,0.24143478601418528,0.08076004215395752,0.2350014603749737,0.07863514926157164,0.2636078300469614,0.31150119348173566,2.6529201659646082,0.09559017469548492,2.5573299912691234
2023-10-16 05:00:00,0.314606874710078,0.6560429972043946,0.5146368793212913,0.28441339836254725,0.29759401506129013,0.14046709008635516,0.1520025599163932,0.2699388803992884,0.2777146196453786,0.33798676473452427,0.18435776649526925,3.4297618459368104,0.05448219036128356,3.3752796555755267
2023-10-16 06:00:00,0.25176378122706217,0.03546933478167603,0.23452079105413287,0.10611393222945596,0.1980401270985584,0.28073752449147665,0.3046851129278293,0.219472152756411,0.16917879372882053,0.2959672698804854,0.14409725619428956,2.240046076370198,0.012219969693708869,2.2278261066764893
2023-10-16 07:00:00,0.45907494738347276,0.686624780726454,0.15719798898074044,0.20107357922096034,0.26255421232855164,0.17312568577666615,0.22662514753897978,0.21646817003184407,0.2709507533357031,0.26704969885086116,0.24868079433066165,3.1694257585048953,0.011499013471725364,3.15792674503317
2023-10-16 08:00:00,0.2992668010454025,0.12647570366703734,0.14574546462530297,0.08130142402477593,0.11235692525829627,0.20979209222675588,0.19147530233625193,0.16595142616299405,0.14444285239257845,0.15882834828337017,0.32127793184015596,1.9569142718629213,0.07665909296425283,1.8802551788986686
2023-10-16 09:00:00,0.28285310175957423,0.19325121222224903,0.34015654957205554,0.14295494201227218,0.2546727678200412,0.2329140529287167,0.22949167943343446,0.20436757082115684,0.14375677000510803,0.3223637535817889,0.09495397409656556,2.4417363742529625,0.06409573519976791,2.377640639053195
2023-10-16 10:00:00,0.4600063805927884,0.5778382820410399,0.3125282850639408,0.16829831613125493,0.1173788510587929,0.25789517905442966,0.25144848490204497,0.1630903400319488,0.18705215946318313,0.12459049715071178,0.2892782051043505,2.909404980594486,0.0957031996062883,2.8137017809881977
2023-10-16 11:00:00,0.41401051134666045,0.22066549468355814,0.34606138457515223,0.2539496966159574,0.08983630852300492,0.07145719249819414,0.12431987418977983,0.08881599269478484,0.09833055847319089,0.1939206017978735,0.1765523537251935,2.0779199691233496,0.07437406139136729,2.0035459077319824
2023-10-16 12:00:00,0.2167294368806077,0.772478065972946,0.44488224254976494,0.2697174277402692,0.30402724948507753,0.08885006181459996,0.1919736197628703,0.04196921224257721,0.040567714401074324,0.22564939272261172,0.23994187406025247,2.8367862976326514,0.07803723437059502,2.7587490632620564
2023-10-16 13:00:00,0.4062285248410141,0.0557024028643296,0.32030798819407735,0.28116040037314366,0.08163939786178329,0.08824740560319046,0.11149853831242978,0.09996021654076985,0.033785734345915315,0.23116637684488936,0.09800188316079053,1.8076988689423334,0.06778343114383698,1.7399154377984964
2023-10-16 14:00:00,0.24165939703159856,0.4097794455604521,0.40149232177240934,0.17751915026854545,0.2186392847568594,0.2039413931832409,0.31538517317770154,0.10566433566086246,0.27897075857525017,0.2916428314265016,0.21003830516762634,2.8547323965810483,0.04364824041409015,2.811084156166958
