time,Air_Conditioner [kW],Fans [kW],Tubelight [kW],Television [kW],Washing_Machine [kW],Water_Geyser [kW],Mixer_Grinder [kW],Wet_Grinder [kW],Refrigerator [kW],Microwave_Oven [kW],Dishwasher [kW],use [kW],gen [kW],House overall [kW]
2023-10-16,2.4159290003783407,3.1032113407171042,2.320709447722585,1.4738768202368702,0.16794475551977966,0.6337975079740764,1.2319576098015104,1.946710674675453,1.1907713428908653,0.42347565301660783,0.09181065772895008,15.000194810662142,0.6908667879478132,14.309328022714329
2023-10-17,1.5847297724991911,-0.5922086624544344,4.112238893369484,1.071579613076197,0.37267030100637755,1.4284745769779827,0.8112542088853223,1.6316772302467986,0.6288039856849353,1.1992397073891128,0.729461501392424,12.977921128073392,0.1536982887812243,12.824222839292167
2023-10-18,1.2135624759308659,-0.3438616285042404,1.4803617917227956,0.6150385548603746,0.5380673496351427,0.7878696141716037,-0.15300600602171965,1.8867639601546404,0.8040815057972623,0.2262782652922174,-0.07312605648165948,6.982029826557283,0.32427452883036045,6.657755297726922
2023-10-19,1.9165455866065026,1.4004601314597338,0.716425337351076,1.976570613155139,1.2238155151009784,2.2047331556977126,0.4183445730218336,1.299332587250618,0.908803736515122,-0.20973377423460987,1.4202120600163646,13.27550952194047,0.7937275897302849,12.481781932210186
2023-10-20,1.882712991833857,-0.6168141491557608,4.166254219622982,1.3652073234352895,1.4583126192015334,0.5591437458393478,1.3213915949594623,0.2748587280403609,0.9687821912856035,1.373258278674458,1.3101125897681367,14.06322013350527,0.8940605738807142,13.169159559624555
2023-10-21,1.858134240760812,3.7053392837484362,4.3364334901037545,2.709509932161696,2.0425765293173175,1.5390271058355576,1.540443884369401,7.472248120134973,3.3203905859244722,0.5332460482389316,-0.25661706655202565,28.800732154043327,0.8145975619618082,27.98613459208152
2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611782740289724,0.0
2023-10-23,0.5135458244363487,1.888601732523569,1.9822241281171702,1.6458414268174792,0.09199073510329847,1.3158897213092589,0.2890229938478823,1.7910156630558782,0.7694594107764016,1.1814146192717938,0.6250043522716594,12.094010607530738,0.23467848899844215,11.859332118532295
2023-10-24,1.0021149966504797,0.9967396732823122,2.9998186009412775,1.8249908280763552,1.1404831340222685,1.0984459540116256,-0.10067748715696839,1.964543267725208,1.2906516984980847,1.0288209202945222,-0.24487753545183336,13.001054050893332,0.8549592441595245,12.146094806733808
2023-10-25,0.6810485766460317,0.16400873025626694,0.3982314558310004,0.3552313377269173,0.8293850935598248,1.2286203231975512,-0.22163668704743034,0.4410763963805705,0.5818923221213961,0.7880267934319543,0.8254412484041425,6.071325590508225,0.15236176381090002,5.9189638266973255
2023-10-26,2.0443881042828904,3.0097194861600007,3.194493743124222,0.7439658462005625,1.5160490699852156,1.1970013823143284,0.6171343105357014,2.447159169866006,1.2775102101333675,0.663344457641216,-0.1187860278830847,16.591979752360423,0.39124569468110887,16.200734057679313
2023-10-27,0.8926263668397618,2.1329774671317967,3.0630133439801384,1.4305995549382369,1.2695573382830965,2.2932501366394353,0.8712980703151723,2.7226517505274828,1.8472146757617613,1.5084900820261418,0.7302025038443586,18.761881290287384,0.6328899618143443,18.128991328473038
2023-10-28,4.419873051235442,-1.451853448924299,3.106031860604408,1.3392065791378573,2.969612391504569,4.926213418497795,-0.079291748070907,4.561303140287686,0.9081450288113673,-0.5074135177233283,1.372073979770313,21.5639007351309,0.8477400533763657,20.716160681754534
2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8546168091696333,0.0
2023-10-30,0.8256175571125642,1.750531774661458,1.413311254038422,0.6681067011581739,0.3457716038122831,0.8020541212818414,0.35867063808243915,1.545924096800888,1.6119174041629467,0.7187897396573164,0.4527691787352299,10.493464069503561,0.29086190866523165,10.20260216083833
2023-10-31,1.683931128118322,0.3896563188774631,0.7314581631449468,1.4778860830743843,0.9816197841189965,2.184729741660173,-0.22127026707844502,2.4582497420737157,0.8731824701564836,0.824748691145549,0.7423382839915881,12.126530139283178,0.14036769898850085,11.986162440294677
2023-11-01,0.2595011962565098,0.4316061630207516,1.4796573497737722,0.5464741009769429,0.43796651209714205,0.26244642697770776,0.3024483312446754,0.0794587683427315,-0.024315984132369666,0.05159903242912278,0.25230536057843916,4.079147257565425,0.31914431175407915,3.7600029458113458
2023-11-02,1.2666210587656468,2.343893734601469,2.4106058950471274,1.246196258401341,-0.20342285442889282,0.7444622567469233,1.1932687753165263,1.3230619006521855,1.713159126661699,1.2587706945418624,-0.143659056275289,13.152957790030596,0.5838171383600755,12.569140651670521
2023-11-03,0.5886468338356299,0.6514468151568256,3.981536324965191,1.337620857453449,0.2510815578361506,0.8841697215194411,0.7443255496317149,-0.039326201836475685,1.6989013661955839,1.4280915176498623,-0.08351910670884344,11.442975235698528,0.9355978400889066,10.507377395609621
2023-11-04,4.790765590410896,5.830465058384808,2.870504776830514,2.3143539973199507,1.7477609427563705,1.083269272272112,0.6704883100460091,4.302104257384549,1.398046703680169,3.063780537412737,3.0437934152255766,31.11533286172369,0.8019846826738493,30.31334817904984
2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4680259197791424,0.0
2023-11-06,2.380184986558755,1.4346591892627825,3.2901119475300877,1.702784088697702,-0.15908329405284502,0.5286758225748869,0.05740791578186355,3.5677096485487967,1.8509024411751174,1.621258307261627,1.0440651162475763,17.31867616958635,0.9003813697080459,16.418294799878304
2023-11-07,2.0580957712826815,-0.03434876537405562,0.9175971335863593,2.0051672329150243,0.4618918464592028,1.0373929247348548,0.7478245379337309,2.702870322614979,0.6033824368803493,0.4155926290148,1.363561885939836,12.279027955987761,0.3847738188810013,11.89425413710676
2023-11-08,1.1082313651615119,0.43550619352521525,1.0270625245479894,0.7352463154839103,-0.021703873019724346,0.7993181473208725,0.4552550077158135,0.9897961225291242,0.09180357181257728,0.08091595863829654,-0.042269760624563835,5.659161573091023,0.4609510197856333,5.1982105533053895
2023-11-09,0.8440774536932381,2.2700423717461,3.363695759170085,1.6850644366936733,0.5378092551687447,1.8262666759195723,0.20087069423311,2.963823868013602,1.2747475449770587,1.0623059326174396,-0.04909223921242595,15.979611753020196,0.9388882155335766,15.040723537486619
2023-11-10,0.6496081214172127,3.172585885294085,1.6174767110136377,1.5854097750541294,1.05293193999817,0.737387694681873,-0.04968426200903109,0.8021017932198734,0.456599191295772,-0.2837449758623035,0.974164617355178,10.7148364914586,0.14602326670120777,10.568813224757392
2023-11-11,3.381361014918488,-0.9186122290315593,4.1766843913686476,3.9220872338954194,1.3033834332089462,3.1265210382093804,2.150136441743391,2.0492466247919245,0.5533568865285934,0.1061078179995073,0.5438800692363581,20.394152722869098,0.29300530576917233,20.101147417099927
2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8950425093598604,0.0
2023-11-13,1.9533026508021893,2.1796076147741656,2.2683569441359017,0.7400252844625147,1.5551265282531257,0.5873476012057994,0.3746275446390923,1.6528552693713712,0.0886265219621156,0.2916926513966428,0.5445128621765098,12.236081473179429,0.6566120217772309,11.579469451402197
2023-11-14,1.30992876223225,2.5508047088552486,4.11904674929894,0.1212747688753781,0.21352177159620722,1.413145080069942,0.7699355708425881,3.3745275488250455,1.9029544607353768,1.4257766186473837,0.35149683571638046,17.55241287569474,0.450928576388489,17.10148429930625
2023-11-15,0.7732346947493716,-0.19971450038412925,2.0260609299179997,0.115965347661332,-0.13435073616118118,0.6143819975992036,0.2773675838542986,1.5180147796318018,0.20085848979768278,-0.040894930800702,0.5870489344319787,5.737972590297655,0.6610035141535237,5.076969076144132
2023-11-16,2.357601655354126,2.533525564861721,3.9495404937501997,2.0017862198016285,0.5929362337937466,0.6389303345067768,-0.34098298950736433,1.9155985882630613,0.6607852590246617,1.5846909513334355,1.1682471817311852,17.062659492913177,0.3052575623838936,16.757401930529284
