time,Air_Conditioner [kW],Fans [kW],Tubelight [kW],Television [kW],Washing_Machine [kW],Water_Geyser [kW],Mixer_Grinder [kW],Wet_Grinder [kW],Refrigerator [kW],Microwave_Oven [kW],Dishwasher [kW],use [kW],gen [kW],House overall [kW]
2023-10-16 00:00:00,0.2665653743779971,0.21046144935503502,0.4840665364107015,0.3755996770574804,0.4434258785176621,0.27445766962649176,0.06201951389635688,0.3820398855925103,0.09125234046023317,0.07925148897025674,0.2160944258881508,2.885234240152876,0.04472729432849604,2.8405069458243797
2023-10-16 01:00:00,0.1861681506834248,0.16227426054772554,0.2596918417027726,0.9061475495467888,0.5104916054549022,0.249128551751851,0.19143944140180855,0.5164462431419949,0.49829913951775284,0.15398786281649618,0.28369136937947453,3.917766015944992,0.022868544807322127,3.8948974711376696
2023-10-16 02:00:00,0.4080397931887848,0.21541074659607767,0.4528852710517829,0.6869576133608791,0.4246766860781525,0.07373154414024669,0.22161682255421108,0.5553956106799632,0.2598984648270132,0.04696011024520138,0.07226863389938298,3.417841296621695,0.019363252703951794,3.398478043917743
2023-10-16 03:00:00,0.5388974945356865,0.25562278682592343,0.1645752871397275,0.770391030613587,0.2183229335006953,0.18606512939909553,0.07685473713650445,0.5251952201322342,0.3833408344082938,0.1574276742811237,0.23136062864162532,3.5080537566144967,0.031567903203300426,3.476485853411196
2023-10-16 04:00:00,0.3865323322334763,0.264939986455052,0.16060305399326733,0.40680306681274225,0.2220502895300905,0.17588276046223017,0.019885376621830854,0.20417046922986612,0.453608209621824,0.06684188173127345,0.16667407818035146,2.5279915048720043,0.05493657254868301,2.473054932323321
2023-10-16 05:00:00,0.4191440790235037,0.09378409787805617,0.15706058057560826,0.7719152682519996,0.2827503275826506,0.27083175720484,0.07141702870559319,0.4409496099821673,0.26798131753084065,0.14347149477689058,0.206644145341299,3.1259497068534485,0.07153896162405049,3.054410745229398
2023-10-16 06:00:00,0.18282093723491682,0.21867654929448088,0.5008825307999002,0.7647129590562562,0.3350950070657115,0.057599443691643576,0.047353199872788444,0.1360950265948964,0.2315868100376341,0.052324263979300865,0.2436417790612459,2.7707885066887745,0.033702387108756296,2.737086119580018
2023-10-16 07:00:00,0.42011633359954836,0.16559241919985784,0.521599691548433,0.9091622832985734,0.4211465056078046,0.17865762263115675,0.2278551631658016,0.363941307901304,0.09015156144135134,0.09055539468698226,0.15130416138028518,3.5400824444610985,0.08386257456689629,3.4562198698942024
2023-10-16 08:00:00,0.6473338561112956,0.06648963127799726,0.5416415992992292,0.5160324035412401,0.4410614521484611,0.15669453164457547,0.25080128777220645,0.38172000010627877,0.14743704530836932,0.25080355901773643,0.18251787219550936,3.582533238422899,0.09406086349614576,3.488472374926753
2023-10-16 09:00:00,0.6018280746280019,0.20912627676541573,0.0788003295982733,0.5689558161311864,0.662678181853045,0.125297399746562,0.13535345715264344,0.47144698937215174,0.31093659435332166,0.16513659244448176,0.07089291362763758,3.4004526256727203,0.05199709324231311,3.3484555324304073
2023-10-16 10:00:00,0.5414127650500218,0.2513258235668745,0.41777662224651924,0.8948336915840975,0.322558584362737,0.1881890034487596,0.20070315932668412,0.4674377372772977,0.5747213445512566,0.09641290949858233,0.2585411002273345,4.213912741140165,0.05670788025065817,4.1572048608895065
2023-10-16 11:00:00,0.23079856587409997,0.09233470364764826,0.0890979454696367,0.4846744339179374,0.38020103631496943,0.2234194544025519,0.1456254285619439,0.2356872313629513,0.2566096935361093,0.010267676665354462,0.09543100146036881,2.2441471712135717,0.06634291072667806,2.1778042604868935
2023-10-16 12:00:00,0.6233826150821531,0.1214570364941845,0.17191068554563035,0.9859916188890758,0.29632901022726477,0.0795357418378457,0.1376415658927421,0.3784713398993393,0.23924230594336232,0.1297793099787683,0.09766160634769258,3.2614028361380587,0.014169954361000003,3.247232881777059
2023-10-16 13:00:00,0.6050076534760274,0.09793921814433393,0.2616879132919133,0.46872707369673616,0.2846349050404261,0.1387036102818453,0.13911339348094334,0.6025193997846843,0.47199689345024376,0.16463875869163103,0.1619259822809745,3.396894801619759,0.08105690494542704,3.3158378966743323
2023-10-16 14:00:00,0.25897383873722607,0.1524998023789269,0.4590528061897029,0.579436496602297,0.6284324796567373,0.19585256547493068,0.16549430095165715,0.6061803947750339,0.15084666175634137,0.10576520593248795,0.1411534834038587,3.4436880358592,0.014342830533594466,3.4293452053256055
2023-10-16 15:00:00,0.49259753685136054,0.15746115292598145,0.42968505294014947,0.6115355552244448,0.2353605743936181,0.07774479075380406,0.17396748599484094,0.4716985380069238,0.3743299953754381,0.004179751741398251,0.08508564743143299,3.1136460816393923,0.025843918632475045,3.0878021630069172
2023-10-16 16:00:00,0.18667233633522884,0.1665028596040189,0.16850153615661648,0.4898462070994799,0.23094200664276596,0.19849967579716482,0.09849820148869112,0.6064864196954002,0.5860083705120952,0.052877461041832545,0.1192691281028613,2.9041042024761548,0.026489663505973166,2.8776145389701817
2023-10-16 17:00:00,0.2347991643296206,0.1993382742046228,0.43028002783227315,0.5192317236274895,0.25083440098549525,0.23175665564990133,0.06683627279541124,0.21187023721793677,0.1562462332856609,0.047914898650318526,0.13694244452595322,2.4860503331046835,0.06174711897504535,2.424303214129638
